version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 458575205409 eni-09faf44014196404b 167.94.145.21 10.0.1.215 11073 2761 6 1 60 1789610908 1789610934 ACCEPT OK
2 458575205409 eni-09faf44014196404b 169.228.66.209 10.0.1.215 48146 23 6 1 60 1789610908 1789610934 ACCEPT OK
2 458575205409 eni-09faf44014196404b 198.235.24.156 10.0.1.215 50551 3909 6 1 44 1789610908 1789610934 ACCEPT OK
2 458575205409 eni-09faf44014196404b 169.228.66.209 10.0.1.215 36381 21 6 1 60 1789610899 1789610900 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 85.217.140.6 10.0.2.88 53175 6081 6 1 52 1789610922 1789610945 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 - - - - - - - 1789610922 1789610945 - SKIPDATA
2 458575205409 eni-09faf44014196404b 122.191.115.237 10.0.1.215 27180 6379 6 1 60 1789610914 1789610929 ACCEPT OK
2 458575205409 eni-09faf44014196404b 162.216.149.34 10.0.1.215 53754 9390 6 1 44 1789610914 1789610929 ACCEPT OK
2 458575205409 eni-09faf44014196404b 162.216.150.135 10.0.1.215 51764 46694 6 1 44 1789610914 1789610929 ACCEPT OK
2 458575205409 eni-09faf44014196404b 164.92.114.247 10.0.1.215 23249 5632 17 1 30 1789610914 1789610929 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 45.142.193.161 10.0.2.88 41039 1234 6 1 40 1789610933 1789610933 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 85.217.140.43 10.0.2.88 55168 53255 6 1 52 1789610920 1789610940 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 85.217.149.60 10.0.2.88 39804 19251 6 1 52 1789610920 1789610940 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 172.94.9.57 10.0.2.88 51879 5900 6 1 40 1789610920 1789610940 ACCEPT OK
2 458575205409 eni-09faf44014196404b 85.217.149.70 10.0.1.215 35594 36208 6 1 52 1789610933 1789610948 ACCEPT OK
2 458575205409 eni-09faf44014196404b 147.185.132.196 10.0.1.215 53680 8878 6 1 44 1789610933 1789610948 ACCEPT OK
2 458575205409 eni-09faf44014196404b 193.163.125.22 10.0.1.215 37199 443 6 1 44 1789610933 1789610948 ACCEPT OK
2 458575205409 eni-09faf44014196404b 213.250.140.76 10.0.1.215 55599 110 6 1 44 1789610933 1789610948 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 35.203.211.235 10.0.2.88 56201 45845 6 1 44 1789610934 1789610962 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 58.221.157.182 10.0.2.88 0 0 47 1 52 1789610934 1789610962 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 66.132.186.19 10.0.2.88 1840 102 6 1 60 1789610934 1789610962 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 172.94.9.57 10.0.2.88 51883 5900 6 1 40 1789610934 1789610962 ACCEPT OK
2 458575205409 eni-007e9247c3198bc26 216.25.89.70 10.0.2.88 57088 32508 6 1 44 1789610934 1789610962 ACCEPT OK
2 458575205409 eni-09faf44014196404b 20.46.232.164 10.0.1.215 45144 2380 6 1 52 1789610923 1789610937 ACCEPT OK
2 458575205409 eni-09faf44014196404b 162.216.149.186 10.0.1.215 52105 45713 6 1 44 1789610923 1789610937 ACCEPT OK
2 458575205409 eni-09faf44014196404b 216.106.176.200 10.0.1.215 49202 47660 6 1 40 1789610939 1789610939 ACCEPT OK
